,haplotype,motif_type,class,fraction
480,NA18534_hap2,IR,Methylated,0.518287526092231
481,NA18534_hap2,IR,Unmethylated,0.4817124739077689
482,NA18534_hap2,MR,Methylated,0.5017834386746841
483,NA18534_hap2,MR,Unmethylated,0.4982165613253159
484,NA18534_hap2,DR,Methylated,0.5218392306059468
485,NA18534_hap2,DR,Unmethylated,0.4781607693940532
486,NA18534_hap2,APR,Methylated,0.5216326390791998
487,NA18534_hap2,APR,Unmethylated,0.47836736092080023
488,NA18534_hap2,Z,Methylated,0.530412613960706
489,NA18534_hap2,Z,Unmethylated,0.46958738603929395
490,NA18534_hap2,G4,Methylated,0.5446294586171072
491,NA18534_hap2,G4,Unmethylated,0.45537054138289274
492,HG01457_hap2,IR,Methylated,0.5755106519293537
493,HG01457_hap2,IR,Unmethylated,0.42448934807064626
494,HG01457_hap2,MR,Methylated,0.5624037923779595
495,HG01457_hap2,MR,Unmethylated,0.43759620762204055
496,HG01457_hap2,DR,Methylated,0.5752577192158413
497,HG01457_hap2,DR,Unmethylated,0.4247422807841586
498,HG01457_hap2,APR,Methylated,0.5746024004985234
499,HG01457_hap2,APR,Unmethylated,0.4253975995014766
500,HG01457_hap2,Z,Methylated,0.5879122071944946
501,HG01457_hap2,Z,Unmethylated,0.4120877928055055
502,HG01457_hap2,G4,Methylated,0.6059680451127819
503,HG01457_hap2,G4,Unmethylated,0.39403195488721804
504,HG02492_hap2,IR,Methylated,0.5323190870551119
505,HG02492_hap2,IR,Unmethylated,0.4676809129448881
506,HG02492_hap2,MR,Methylated,0.5171322506529877
507,HG02492_hap2,MR,Unmethylated,0.4828677493470122
508,HG02492_hap2,DR,Methylated,0.5274764888926059
509,HG02492_hap2,DR,Unmethylated,0.47252351110739405
510,HG02492_hap2,APR,Methylated,0.5346000818056743
511,HG02492_hap2,APR,Unmethylated,0.46539991819432563
512,HG02492_hap2,Z,Methylated,0.5493103600229146
513,HG02492_hap2,Z,Unmethylated,0.45068963997708544
514,HG02492_hap2,G4,Methylated,0.5476856546012046
515,HG02492_hap2,G4,Unmethylated,0.4523143453987955
516,NA19650_hap1,IR,Methylated,0.6077405253427823
517,NA19650_hap1,IR,Unmethylated,0.39225947465721767
518,NA19650_hap1,MR,Methylated,0.5967280781895979
519,NA19650_hap1,MR,Unmethylated,0.40327192181040206
520,NA19650_hap1,DR,Methylated,0.6097188891484557
521,NA19650_hap1,DR,Unmethylated,0.3902811108515443
522,NA19650_hap1,APR,Methylated,0.6116245013381811
523,NA19650_hap1,APR,Unmethylated,0.3883754986618189
524,NA19650_hap1,Z,Methylated,0.6267589321906306
525,NA19650_hap1,Z,Unmethylated,0.3732410678093694
526,NA19650_hap1,G4,Methylated,0.6285836824915048
527,NA19650_hap1,G4,Unmethylated,0.37141631750849524
528,HG02011_hap2,IR,Methylated,0.5639459084695949
529,HG02011_hap2,IR,Unmethylated,0.4360540915304051
530,HG02011_hap2,MR,Methylated,0.5492474312080399
531,HG02011_hap2,MR,Unmethylated,0.45075256879196013
532,HG02011_hap2,DR,Methylated,0.5599042271831401
533,HG02011_hap2,DR,Unmethylated,0.44009577281685985
534,HG02011_hap2,APR,Methylated,0.5641081345300004
535,HG02011_hap2,APR,Unmethylated,0.4358918654699996
536,HG02011_hap2,Z,Methylated,0.580196380527514
537,HG02011_hap2,Z,Unmethylated,0.419803619472486
538,HG02011_hap2,G4,Methylated,0.5820355354913557
539,HG02011_hap2,G4,Unmethylated,0.4179644645086443
540,HG02106_hap2,IR,Methylated,0.5944780841720536
541,HG02106_hap2,IR,Unmethylated,0.40552191582794644
542,HG02106_hap2,MR,Methylated,0.5771317862684417
543,HG02106_hap2,MR,Unmethylated,0.42286821373155825
544,HG02106_hap2,DR,Methylated,0.6008902688666933
545,HG02106_hap2,DR,Unmethylated,0.3991097311333068
546,HG02106_hap2,APR,Methylated,0.601712200468982
547,HG02106_hap2,APR,Unmethylated,0.398287799531018
548,HG02106_hap2,Z,Methylated,0.5990621336459554
549,HG02106_hap2,Z,Unmethylated,0.40093786635404455
550,HG02106_hap2,G4,Methylated,0.5980018964119337
551,HG02106_hap2,G4,Unmethylated,0.40199810358806637
552,HG03732_hap2,IR,Methylated,0.5515410677915383
553,HG03732_hap2,IR,Unmethylated,0.4484589322084616
554,HG03732_hap2,MR,Methylated,0.5334656159646238
555,HG03732_hap2,MR,Unmethylated,0.46653438403537617
556,HG03732_hap2,DR,Methylated,0.5557904560012904
557,HG03732_hap2,DR,Unmethylated,0.44420954399870966
558,HG03732_hap2,APR,Methylated,0.5532524510901196
559,HG03732_hap2,APR,Unmethylated,0.44674754890988044
560,HG03732_hap2,Z,Methylated,0.5756672491177579
561,HG03732_hap2,Z,Unmethylated,0.4243327508822421
562,HG03732_hap2,G4,Methylated,0.5789658317547183
563,HG03732_hap2,G4,Unmethylated,0.42103416824528167
564,HG02011_hap1,IR,Methylated,0.5614893909149478
565,HG02011_hap1,IR,Unmethylated,0.43851060908505224
566,HG02011_hap1,MR,Methylated,0.5429726968744593
567,HG02011_hap1,MR,Unmethylated,0.4570273031255408
568,HG02011_hap1,DR,Methylated,0.5752367449238419
569,HG02011_hap1,DR,Unmethylated,0.4247632550761581
570,HG02011_hap1,APR,Methylated,0.5773628634606062
571,HG02011_hap1,APR,Unmethylated,0.4226371365393939
572,HG02011_hap1,Z,Methylated,0.5785716008586796
573,HG02011_hap1,Z,Unmethylated,0.42142839914132035
574,HG02011_hap1,G4,Methylated,0.5790334102648643
575,HG02011_hap1,G4,Unmethylated,0.42096658973513573
576,NA19347_hap1,IR,Methylated,0.3481104865055773
577,NA19347_hap1,IR,Unmethylated,0.6518895134944227
578,NA19347_hap1,MR,Methylated,0.3309993921923801
579,NA19347_hap1,MR,Unmethylated,0.6690006078076198
580,NA19347_hap1,DR,Methylated,0.362129043498461
581,NA19347_hap1,DR,Unmethylated,0.637870956501539
582,NA19347_hap1,APR,Methylated,0.35636134216599424
583,NA19347_hap1,APR,Unmethylated,0.6436386578340058
584,NA19347_hap1,Z,Methylated,0.3648652075777941
585,NA19347_hap1,Z,Unmethylated,0.6351347924222058
586,NA19347_hap1,G4,Methylated,0.3832206472393064
587,NA19347_hap1,G4,Unmethylated,0.6167793527606936
588,NA19317_hap1,IR,Methylated,0.6267317731245234
589,NA19317_hap1,IR,Unmethylated,0.37326822687547656
590,NA19317_hap1,MR,Methylated,0.6151118619992036
591,NA19317_hap1,MR,Unmethylated,0.3848881380007963
592,NA19317_hap1,DR,Methylated,0.6306561215384499
593,NA19317_hap1,DR,Unmethylated,0.3693438784615502
594,NA19317_hap1,APR,Methylated,0.6363355529621748
595,NA19317_hap1,APR,Unmethylated,0.36366444703782524
596,NA19317_hap1,Z,Methylated,0.6425378829172572
597,NA19317_hap1,Z,Unmethylated,0.35746211708274284
598,NA19317_hap1,G4,Methylated,0.6444487288952544
599,NA19317_hap1,G4,Unmethylated,0.35555127110474566
600,HG02282_hap1,IR,Methylated,0.4908940894089409
601,HG02282_hap1,IR,Unmethylated,0.5091059105910591
602,HG02282_hap1,MR,Methylated,0.4716466605862873
603,HG02282_hap1,MR,Unmethylated,0.5283533394137127
604,HG02282_hap1,DR,Methylated,0.48162674623253765
605,HG02282_hap1,DR,Unmethylated,0.5183732537674623
606,HG02282_hap1,APR,Methylated,0.49226455077035836
607,HG02282_hap1,APR,Unmethylated,0.5077354492296416
608,HG02282_hap1,Z,Methylated,0.5066232240145284
609,HG02282_hap1,Z,Unmethylated,0.49337677598547164
610,HG02282_hap1,G4,Methylated,0.5194542698332492
611,HG02282_hap1,G4,Unmethylated,0.4805457301667509
612,NA19331_hap1,IR,Methylated,0.35554848349490453
613,NA19331_hap1,IR,Unmethylated,0.6444515165050955
614,NA19331_hap1,MR,Methylated,0.3364316542465017
615,NA19331_hap1,MR,Unmethylated,0.6635683457534983
616,NA19331_hap1,DR,Methylated,0.35304436998745553
617,NA19331_hap1,DR,Unmethylated,0.6469556300125444
618,NA19331_hap1,APR,Methylated,0.3557162434032131
619,NA19331_hap1,APR,Unmethylated,0.6442837565967869
620,NA19331_hap1,Z,Methylated,0.3696551724137931
621,NA19331_hap1,Z,Unmethylated,0.6303448275862069
622,NA19331_hap1,G4,Methylated,0.38377236945858895
623,NA19331_hap1,G4,Unmethylated,0.616227630541411
624,NA19434_hap1,IR,Methylated,0.46733351250920224
625,NA19434_hap1,IR,Unmethylated,0.5326664874907978
626,NA19434_hap1,MR,Methylated,0.44560174837331745
627,NA19434_hap1,MR,Unmethylated,0.5543982516266825
628,NA19434_hap1,DR,Methylated,0.4682099104257964
629,NA19434_hap1,DR,Unmethylated,0.5317900895742036
630,NA19434_hap1,APR,Methylated,0.4663913913913914
631,NA19434_hap1,APR,Unmethylated,0.5336086086086086
632,NA19434_hap1,Z,Methylated,0.48233581881255233
633,NA19434_hap1,Z,Unmethylated,0.5176641811874476
634,NA19434_hap1,G4,Methylated,0.5024908125765618
635,NA19434_hap1,G4,Unmethylated,0.49750918742343814
636,HG00733_hap2,IR,Methylated,0.5004224114005842
637,HG00733_hap2,IR,Unmethylated,0.4995775885994158
638,HG00733_hap2,MR,Methylated,0.480433173660081
639,HG00733_hap2,MR,Unmethylated,0.519566826339919
640,HG00733_hap2,DR,Methylated,0.49683935765760656
641,HG00733_hap2,DR,Unmethylated,0.5031606423423934
642,HG00733_hap2,APR,Methylated,0.5061290989965863
643,HG00733_hap2,APR,Unmethylated,0.4938709010034137
644,HG00733_hap2,Z,Methylated,0.5116708540015891
645,HG00733_hap2,Z,Unmethylated,0.488329145998411
646,HG00733_hap2,G4,Methylated,0.5224472148158824
647,HG00733_hap2,G4,Unmethylated,0.4775527851841176
648,HG02106_hap1,IR,Methylated,0.5940661633152118
649,HG02106_hap1,IR,Unmethylated,0.4059338366847882
650,HG02106_hap1,MR,Methylated,0.5799322457245067
651,HG02106_hap1,MR,Unmethylated,0.4200677542754932
652,HG02106_hap1,DR,Methylated,0.6056254572497899
653,HG02106_hap1,DR,Unmethylated,0.3943745427502101
654,HG02106_hap1,APR,Methylated,0.6043901523278267
655,HG02106_hap1,APR,Unmethylated,0.39560984767217333
656,HG02106_hap1,Z,Methylated,0.6002456017242244
657,HG02106_hap1,Z,Unmethylated,0.39975439827577564
658,HG02106_hap1,G4,Methylated,0.6024394971479204
659,HG02106_hap1,G4,Unmethylated,0.3975605028520795
660,HG03520_hap2,IR,Methylated,0.44008688258358825
661,HG03520_hap2,IR,Unmethylated,0.5599131174164118
662,HG03520_hap2,MR,Methylated,0.4195396550191162
663,HG03520_hap2,MR,Unmethylated,0.5804603449808838
664,HG03520_hap2,DR,Methylated,0.44294313085111964
665,HG03520_hap2,DR,Unmethylated,0.5570568691488803
666,HG03520_hap2,APR,Methylated,0.4452517428350116
667,HG03520_hap2,APR,Unmethylated,0.5547482571649884
668,HG03520_hap2,Z,Methylated,0.45724424241018624
669,HG03520_hap2,Z,Unmethylated,0.5427557575898138
670,HG03520_hap2,G4,Methylated,0.47074402257313996
671,HG03520_hap2,G4,Unmethylated,0.52925597742686
672,HG00358_hap1,IR,Methylated,0.5873334303024718
673,HG00358_hap1,IR,Unmethylated,0.4126665696975283
674,HG00358_hap1,MR,Methylated,0.5733063610865116
675,HG00358_hap1,MR,Unmethylated,0.4266936389134884
676,HG00358_hap1,DR,Methylated,0.5953823664407734
677,HG00358_hap1,DR,Unmethylated,0.4046176335592266
678,HG00358_hap1,APR,Methylated,0.5877719182597232
679,HG00358_hap1,APR,Unmethylated,0.41222808174027686
680,HG00358_hap1,Z,Methylated,0.5970504281636536
681,HG00358_hap1,Z,Unmethylated,0.40294957183634633
682,HG00358_hap1,G4,Methylated,0.6169424774721907
683,HG00358_hap1,G4,Unmethylated,0.3830575225278093
684,NA19239_hap2,IR,Methylated,0.5069332119116763
685,NA19239_hap2,IR,Unmethylated,0.49306678808832366
686,NA19239_hap2,MR,Methylated,0.48650178200219196
687,NA19239_hap2,MR,Unmethylated,0.513498217997808
688,NA19239_hap2,DR,Methylated,0.4991884958879004
689,NA19239_hap2,DR,Unmethylated,0.5008115041120996
690,NA19239_hap2,APR,Methylated,0.5130625800883915
691,NA19239_hap2,APR,Unmethylated,0.48693741991160855
692,NA19239_hap2,G4,Methylated,0.5215073367617659
693,NA19239_hap2,G4,Unmethylated,0.47849266323823414
694,HG03807_hap1,IR,Methylated,0.5916824351925325
695,HG03807_hap1,IR,Unmethylated,0.40831756480746745
696,HG03807_hap1,MR,Methylated,0.5812120479967259
697,HG03807_hap1,MR,Unmethylated,0.41878795200327407
698,HG03807_hap1,DR,Methylated,0.5957538382080779
699,HG03807_hap1,DR,Unmethylated,0.4042461617919221
700,HG03807_hap1,APR,Methylated,0.5890947470149159
701,HG03807_hap1,APR,Unmethylated,0.4109052529850841
702,HG03807_hap1,Z,Methylated,0.6035056446821153
703,HG03807_hap1,Z,Unmethylated,0.39649435531788474
704,HG03807_hap1,G4,Methylated,0.6095192204732841
705,HG03807_hap1,G4,Unmethylated,0.39048077952671595
706,HG02492_hap1,IR,Methylated,0.5314518737931802
707,HG02492_hap1,IR,Unmethylated,0.46854812620681985
708,HG02492_hap1,MR,Methylated,0.5133742844054638
709,HG02492_hap1,MR,Unmethylated,0.48662571559453616
710,HG02492_hap1,DR,Methylated,0.5242502161551699
711,HG02492_hap1,DR,Unmethylated,0.4757497838448302
712,HG02492_hap1,APR,Methylated,0.5290541226645004
713,HG02492_hap1,APR,Unmethylated,0.4709458773354996
714,HG02492_hap1,Z,Methylated,0.5436683170525001
715,HG02492_hap1,Z,Unmethylated,0.4563316829474999
716,HG02492_hap1,G4,Methylated,0.5533369836344831
717,HG02492_hap1,G4,Unmethylated,0.4466630163655168
718,HG00731_hap2,IR,Methylated,0.5394059459679499
719,HG00731_hap2,IR,Unmethylated,0.46059405403205017
720,HG00731_hap2,MR,Methylated,0.5214971117849813
721,HG00731_hap2,MR,Unmethylated,0.47850288821501874
722,HG00731_hap2,DR,Methylated,0.5448456301636464
723,HG00731_hap2,DR,Unmethylated,0.4551543698363536
724,HG00731_hap2,APR,Methylated,0.5362756667453387
725,HG00731_hap2,APR,Unmethylated,0.46372433325466134
726,HG00731_hap2,Z,Methylated,0.5559494740796393
727,HG00731_hap2,Z,Unmethylated,0.44405052592036065
728,HG00731_hap2,G4,Methylated,0.5716084396342317
729,HG00731_hap2,G4,Unmethylated,0.42839156036576836
730,HG02282_hap2,IR,Methylated,0.4937082056856738
731,HG02282_hap2,IR,Unmethylated,0.5062917943143261
732,HG02282_hap2,MR,Methylated,0.47343457292040336
733,HG02282_hap2,MR,Unmethylated,0.5265654270795966
734,HG02282_hap2,DR,Methylated,0.49438193878045056
735,HG02282_hap2,DR,Unmethylated,0.5056180612195494
736,HG02282_hap2,APR,Methylated,0.49818507365508263
737,HG02282_hap2,APR,Unmethylated,0.5018149263449174
738,HG02282_hap2,Z,Methylated,0.5096270187805776
739,HG02282_hap2,Z,Unmethylated,0.49037298121942235
740,HG02282_hap2,G4,Methylated,0.5218084500626352
741,HG02282_hap2,G4,Unmethylated,0.4781915499373648
742,HG00731_hap1,IR,Methylated,0.5410370009077484
743,HG00731_hap1,IR,Unmethylated,0.45896299909225163
744,HG00731_hap1,MR,Methylated,0.5241213727101466
745,HG00731_hap1,MR,Unmethylated,0.47587862728985336
746,HG00731_hap1,DR,Methylated,0.5415820238011846
747,HG00731_hap1,DR,Unmethylated,0.4584179761988154
748,HG00731_hap1,APR,Methylated,0.5336564181640809
749,HG00731_hap1,APR,Unmethylated,0.46634358183591906
750,HG00731_hap1,Z,Methylated,0.5571511291256515
751,HG00731_hap1,Z,Unmethylated,0.4428488708743486
752,HG00731_hap1,G4,Methylated,0.5643457057707938
753,HG00731_hap1,G4,Unmethylated,0.43565429422920615
754,HG00358_hap2,IR,Methylated,0.5901612733951374
755,HG00358_hap2,IR,Unmethylated,0.4098387266048627
756,HG00358_hap2,MR,Methylated,0.5785246534237186
757,HG00358_hap2,MR,Unmethylated,0.42147534657628133
758,HG00358_hap2,DR,Methylated,0.5900303326967212
759,HG00358_hap2,DR,Unmethylated,0.40996966730327883
760,HG00358_hap2,APR,Methylated,0.5969650092081031
761,HG00358_hap2,APR,Unmethylated,0.40303499079189686
762,HG00358_hap2,Z,Methylated,0.6004709381583839
763,HG00358_hap2,Z,Unmethylated,0.3995290618416161
764,HG00358_hap2,G4,Methylated,0.6091276568001043
765,HG00358_hap2,G4,Unmethylated,0.39087234319989567
766,HG03520_hap1,IR,Methylated,0.44211369138445117
767,HG03520_hap1,IR,Unmethylated,0.5578863086155489
768,HG03520_hap1,MR,Methylated,0.42093932195461475
769,HG03520_hap1,MR,Unmethylated,0.5790606780453853
770,HG03520_hap1,DR,Methylated,0.4469908004314681
771,HG03520_hap1,DR,Unmethylated,0.5530091995685319
772,HG03520_hap1,APR,Methylated,0.44743013632305995
773,HG03520_hap1,APR,Unmethylated,0.55256986367694
774,HG03520_hap1,Z,Methylated,0.4577665144523872
775,HG03520_hap1,Z,Unmethylated,0.5422334855476127
776,HG03520_hap1,G4,Methylated,0.46856809506296526
777,HG03520_hap1,G4,Unmethylated,0.5314319049370347
778,NA19347_hap2,IR,Methylated,0.3489524628952463
779,NA19347_hap2,IR,Unmethylated,0.6510475371047537
780,NA19347_hap2,MR,Methylated,0.33310627099598855
781,NA19347_hap2,MR,Unmethylated,0.6668937290040114
782,NA19347_hap2,DR,Methylated,0.35832984220080993
783,NA19347_hap2,DR,Unmethylated,0.64167015779919
784,NA19347_hap2,APR,Methylated,0.35477178423236516
785,NA19347_hap2,APR,Unmethylated,0.6452282157676349
786,NA19347_hap2,Z,Methylated,0.3683070966427225
787,NA19347_hap2,Z,Unmethylated,0.6316929033572775
788,NA19347_hap2,G4,Methylated,0.38425992969891654
789,NA19347_hap2,G4,Unmethylated,0.6157400703010835
790,NA18989_hap1,IR,Methylated,0.5405892908239535
791,NA18989_hap1,IR,Unmethylated,0.4594107091760465
792,NA18989_hap1,MR,Methylated,0.5214846843642407
793,NA18989_hap1,MR,Unmethylated,0.4785153156357594
794,NA18989_hap1,DR,Methylated,0.546529616990934
795,NA18989_hap1,DR,Unmethylated,0.4534703830090659
796,NA18989_hap1,APR,Methylated,0.5469181670953606
797,NA18989_hap1,APR,Unmethylated,0.45308183290463944
798,NA18989_hap1,Z,Methylated,0.5559011978828118
799,NA18989_hap1,Z,Unmethylated,0.4440988021171882
800,NA18989_hap1,G4,Methylated,0.5667469218198375
801,NA18989_hap1,G4,Unmethylated,0.4332530781801624
802,HG01596_hap1,IR,Methylated,0.5131948633465531
803,HG01596_hap1,IR,Unmethylated,0.486805136653447
804,HG01596_hap1,MR,Methylated,0.49281906459066405
805,HG01596_hap1,MR,Unmethylated,0.507180935409336
806,HG01596_hap1,DR,Methylated,0.5301873991556316
807,HG01596_hap1,DR,Unmethylated,0.4698126008443684
808,HG01596_hap1,APR,Methylated,0.5240503928046409
809,HG01596_hap1,APR,Unmethylated,0.47594960719535906
810,HG01596_hap1,Z,Methylated,0.5294102179800689
811,HG01596_hap1,Z,Unmethylated,0.4705897820199311
812,HG01596_hap1,G4,Methylated,0.5369542552735685
813,HG01596_hap1,G4,Unmethylated,0.4630457447264314
